,date,KO stock,isPartial
5,2013-11-06,7.4399999999999995,False
6,2013-11-07,18.0,False
7,2013-11-08,17.28,False
8,2013-11-09,7.199999999999999,False
9,2013-11-10,12.0,False
10,2013-11-11,11.76,False
11,2013-11-12,13.2,False
12,2013-11-13,14.639999999999999,False
13,2013-11-14,24.0,False
14,2013-11-15,18.72,False
15,2013-11-16,6.96,False
16,2013-11-17,13.92,False
17,2013-11-18,13.2,False
18,2013-11-19,18.96,False
19,2013-11-20,4.32,False
20,2013-11-21,13.44,False
21,2013-11-22,10.799999999999999,False
22,2013-11-23,5.279999999999999,False
23,2013-11-24,0.0,False
24,2013-11-25,14.399999999999999,False
25,2013-11-26,17.52,False
26,2013-11-27,13.2,False
27,2013-11-28,15.84,False
28,2013-11-29,7.92,False
29,2013-11-30,3.5999999999999996,False
0,2013-12-01,3.75,False
1,2013-12-02,3.25,False
2,2013-12-03,6.5,False
3,2013-12-04,13.0,False
4,2013-12-05,13.0,False
5,2013-12-06,20.75,False
6,2013-12-07,4.0,False
7,2013-12-08,7.75,False
8,2013-12-09,6.5,False
9,2013-12-10,9.75,False
10,2013-12-11,6.5,False
11,2013-12-12,6.75,False
12,2013-12-13,17.5,False
13,2013-12-14,8.0,False
14,2013-12-15,4.0,False
15,2013-12-16,23.0,False
16,2013-12-17,20.0,False
17,2013-12-18,13.75,False
18,2013-12-19,17.25,False
19,2013-12-20,14.75,False
20,2013-12-21,4.0,False
21,2013-12-22,8.25,False
22,2013-12-23,11.0,False
23,2013-12-24,20.5,False
24,2013-12-25,4.5,False
25,2013-12-26,11.25,False
26,2013-12-27,18.25,False
27,2013-12-28,19.75,False
28,2013-12-29,0.0,False
29,2013-12-30,25.0,False
30,2013-12-31,8.0,False
0,2014-01-01,3.7199999999999998,False
1,2014-01-02,31.0,False
2,2014-01-03,21.7,False
3,2014-01-04,3.41,False
4,2014-01-05,0.0,False
5,2014-01-06,5.89,False
6,2014-01-07,23.56,False
7,2014-01-08,2.79,False
8,2014-01-09,11.78,False
9,2014-01-10,18.29,False
10,2014-01-11,6.82,False
11,2014-01-12,9.92,False
12,2014-01-13,14.26,False
13,2014-01-14,20.15,False
14,2014-01-15,2.79,False
15,2014-01-16,2.79,False
16,2014-01-17,21.08,False
17,2014-01-18,3.41,False
18,2014-01-19,0.0,False
19,2014-01-20,2.79,False
20,2014-01-21,28.52,False
21,2014-01-22,22.63,False
22,2014-01-23,17.36,False
23,2014-01-24,8.99,False
24,2014-01-25,16.74,False
25,2014-01-26,3.41,False
26,2014-01-27,19.84,False
27,2014-01-28,19.53,False
28,2014-01-29,17.05,False
29,2014-01-30,22.94,False
30,2014-01-31,8.99,False
0,2014-02-01,10.92,False
1,2014-02-02,7.14,False
2,2014-02-03,13.86,False
3,2014-02-04,23.099999999999998,False
4,2014-02-05,15.54,False
5,2014-02-06,29.82,False
6,2014-02-07,31.5,False
7,2014-02-08,16.38,False
8,2014-02-09,10.5,False
9,2014-02-10,12.18,False
10,2014-02-11,23.099999999999998,False
11,2014-02-12,24.36,False
12,2014-02-13,24.779999999999998,False
13,2014-02-14,19.32,False
14,2014-02-15,16.38,False
15,2014-02-16,10.92,False
16,2014-02-17,6.3,False
17,2014-02-18,41.16,False
18,2014-02-19,42.0,False
19,2014-02-20,20.58,False
20,2014-02-21,27.3,False
21,2014-02-22,3.78,False
22,2014-02-23,3.78,False
23,2014-02-24,12.18,False
24,2014-02-25,38.64,False
25,2014-02-26,24.36,False
26,2014-02-27,21.84,False
27,2014-02-28,27.72,False
0,2014-03-01,6.12,False
1,2014-03-02,9.36,False
2,2014-03-03,10.44,False
3,2014-03-04,10.799999999999999,False
4,2014-03-05,29.52,False
5,2014-03-06,26.64,False
6,2014-03-07,22.32,False
7,2014-03-08,0.0,False
8,2014-03-09,6.4799999999999995,False
9,2014-03-10,16.2,False
10,2014-03-11,18.36,False
11,2014-03-12,7.92,False
12,2014-03-13,16.2,False
13,2014-03-14,36.0,False
14,2014-03-15,6.12,False
15,2014-03-16,3.2399999999999998,False
16,2014-03-17,10.799999999999999,False
17,2014-03-18,12.959999999999999,False
18,2014-03-19,16.2,False
19,2014-03-20,21.24,False
20,2014-03-21,11.16,False
21,2014-03-22,21.96,False
22,2014-03-23,3.2399999999999998,False
23,2014-03-24,10.44,False
24,2014-03-25,12.959999999999999,False
25,2014-03-26,18.72,False
26,2014-03-27,24.119999999999997,False
27,2014-03-28,10.799999999999999,False
28,2014-03-29,3.2399999999999998,False
29,2014-03-30,0.0,False
30,2014-03-31,21.24,False
0,2014-04-01,12.25,False
1,2014-04-02,19.95,False
2,2014-04-03,15.049999999999999,False
3,2014-04-04,7.699999999999999,False
4,2014-04-05,5.949999999999999,False
5,2014-04-06,5.6,False
6,2014-04-07,14.7,False
7,2014-04-08,14.7,False
8,2014-04-09,4.8999999999999995,False
9,2014-04-10,35.0,False
10,2014-04-11,12.95,False
11,2014-04-12,3.15,False
12,2014-04-13,11.899999999999999,False
13,2014-04-14,15.049999999999999,False
14,2014-04-15,29.4,False
15,2014-04-16,22.75,False
16,2014-04-17,16.099999999999998,False
17,2014-04-18,2.8,False
18,2014-04-19,3.15,False
19,2014-04-20,3.15,False
20,2014-04-21,18.9,False
21,2014-04-22,12.25,False
22,2014-04-23,19.599999999999998,False
23,2014-04-24,22.4,False
24,2014-04-25,8.049999999999999,False
25,2014-04-26,2.8,False
26,2014-04-27,2.8,False
27,2014-04-28,2.4499999999999997,False
28,2014-04-29,29.4,False
29,2014-04-30,15.049999999999999,False
0,2014-05-01,32.4,False
1,2014-05-02,27.72,False
2,2014-05-03,7.199999999999999,False
3,2014-05-04,9.36,False
4,2014-05-05,23.759999999999998,False
5,2014-05-06,25.56,False
6,2014-05-07,17.64,False
7,2014-05-08,36.0,False
8,2014-05-09,12.24,False
9,2014-05-10,11.879999999999999,False
