,date,COST stock,isPartial
2,2013-12-03,35.2,False
3,2013-12-04,42.24,False
4,2013-12-05,43.56,False
5,2013-12-06,30.8,False
6,2013-12-07,22.0,False
7,2013-12-08,28.16,False
8,2013-12-09,31.68,False
9,2013-12-10,40.48,False
10,2013-12-11,44.0,False
11,2013-12-12,37.84,False
12,2013-12-13,35.64,False
13,2013-12-14,25.96,False
14,2013-12-15,26.84,False
15,2013-12-16,30.8,False
16,2013-12-17,31.68,False
17,2013-12-18,39.6,False
18,2013-12-19,26.84,False
19,2013-12-20,31.68,False
20,2013-12-21,18.04,False
21,2013-12-22,20.24,False
22,2013-12-23,22.0,False
23,2013-12-24,23.32,False
24,2013-12-25,14.96,False
25,2013-12-26,30.36,False
26,2013-12-27,29.92,False
27,2013-12-28,22.0,False
28,2013-12-29,20.24,False
29,2013-12-30,30.36,False
30,2013-12-31,23.76,False
0,2014-01-01,13.86,False
1,2014-01-02,23.52,False
2,2014-01-03,29.4,False
3,2014-01-04,20.16,False
4,2014-01-05,20.16,False
5,2014-01-06,31.5,False
6,2014-01-07,28.14,False
7,2014-01-08,28.14,False
8,2014-01-09,35.699999999999996,False
9,2014-01-10,29.4,False
10,2014-01-11,24.779999999999998,False
11,2014-01-12,17.64,False
12,2014-01-13,35.699999999999996,False
13,2014-01-14,31.919999999999998,False
14,2014-01-15,35.699999999999996,False
15,2014-01-16,29.82,False
16,2014-01-17,27.3,False
17,2014-01-18,23.939999999999998,False
18,2014-01-19,31.5,False
19,2014-01-20,29.4,False
20,2014-01-21,31.08,False
21,2014-01-22,31.5,False
22,2014-01-23,31.919999999999998,False
23,2014-01-24,34.019999999999996,False
24,2014-01-25,23.939999999999998,False
25,2014-01-26,32.339999999999996,False
26,2014-01-27,34.44,False
27,2014-01-28,31.919999999999998,False
28,2014-01-29,31.5,False
29,2014-01-30,42.0,False
30,2014-01-31,30.66,False
0,2014-02-01,27.439999999999998,False
1,2014-02-02,23.52,False
2,2014-02-03,28.91,False
3,2014-02-04,36.75,False
4,2014-02-05,32.83,False
5,2014-02-06,36.26,False
6,2014-02-07,36.75,False
7,2014-02-08,40.67,False
8,2014-02-09,31.36,False
9,2014-02-10,36.26,False
10,2014-02-11,37.73,False
11,2014-02-12,41.16,False
12,2014-02-13,48.51,False
13,2014-02-14,31.849999999999998,False
14,2014-02-15,32.83,False
15,2014-02-16,33.32,False
16,2014-02-17,36.26,False
17,2014-02-18,44.1,False
18,2014-02-19,35.769999999999996,False
19,2014-02-20,42.63,False
20,2014-02-21,31.849999999999998,False
21,2014-02-22,26.95,False
22,2014-02-23,27.439999999999998,False
23,2014-02-24,49.0,False
24,2014-02-25,47.04,False
25,2014-02-26,38.71,False
26,2014-02-27,47.53,False
27,2014-02-28,48.51,False
0,2014-03-01,40.7,False
1,2014-03-02,36.85,False
2,2014-03-03,49.50000000000001,False
3,2014-03-04,44.0,False
4,2014-03-05,48.95,False
5,2014-03-06,53.900000000000006,False
6,2014-03-07,34.650000000000006,False
7,2014-03-08,29.700000000000003,False
8,2014-03-09,29.700000000000003,False
9,2014-03-10,40.150000000000006,False
10,2014-03-11,42.900000000000006,False
11,2014-03-12,54.45,False
12,2014-03-13,37.400000000000006,False
13,2014-03-14,35.2,False
14,2014-03-15,27.500000000000004,False
